index,topics
PLAIN-2705,"['cardiovascular disease', 'cardiovascular health', 'fruit', 'heart disease', 'heart health', 'junk food', 'mortality', 'physical attraction', 'phytonutrients', 'plant-based diets', 'sexual selection', 'skin health', 'soda', 'vegans', 'vegetables', 'vegetarians']"
PLAIN-2706,"['animal fat', 'animal products', 'body fat', 'butter', 'calories', 'cheese', 'dairy', 'eggs', 'fat', 'junk food', 'low-fat diets', 'meat', 'milk', 'obesity', 'salt', 'sodium', 'soup', 'sugar', 'taste buds', 'weight loss', 'yogurt']"
PLAIN-2707,"['animal products', 'beans', 'beef', 'beef brains', 'body fat', 'brains', 'calories', 'chicken', 'children', 'cooking methods', 'fat', 'meat', 'obesity', 'offal', 'organ meats', 'plant protein', 'pork', 'pork brains', 'poultry', 'protein', 'rice', 'sheep', 'soy', 'soy milk', 'soybeans', 'U.S. Department of Defense', 'veal brains', 'vegetables', 'weight loss']"
PLAIN-2708,"['beans', 'broccoli', 'cauliflower', 'children', 'chocolate', 'cookies', 'cooking methods', 'dressings', 'fruit', 'grains', 'green beans', 'greens', 'junk food', 'kale', 'pasta', 'peanut butter', 'squash', 'tomatoes', 'vegetables', 'zucchini']"
PLAIN-2709,"['abdominal fat', 'broccoli', 'cake', 'calories', 'carrots', 'cheese puffs', 'children', 'cookies', 'cupcakes', 'fat', 'fiber', 'fruit', 'green beans', 'hydrogenated fats', 'ice cream', 'junk food', 'New York Coalition for Healthy School Food', 'obesity', 'oils', 'School Lunch Program', 'Texas', 'trans fats', 'vegetables', 'Veggiecation']"
PLAIN-2710,"['ADHD', 'artificial colors', 'attention deficit', 'b12', 'botulism', 'brain health', 'brain tumors', 'cancer', 'Center for Science in the Public Interest', 'children', 'Coca-Cola', 'cola', 'Europe', 'FDA', 'food additives', 'food dyes', 'heavy metals', 'hyperactivity', 'ice cream', 'Kraft', 'lead', 'margarine', 'nitrite', 'preservatives', 'processed foods', 'processed meat', 'sleep', 'United Kingdom', 'USDA', 'vitamin B12']"
PLAIN-2711,"['addiction', 'ADHD', 'alternative medicine', 'amphetamines', 'attention deficit', 'brain health', 'children', 'complementary medicine', 'dopamine', 'exercise', 'hyperactivity', 'medications', 'mental health', 'Ritalin', 'side effects']"
PLAIN-2712,"['artificial flavors', 'bronchiolitis obliterans', 'butter', 'butter flavor', 'diacetyl', 'FDA', 'food additives', 'industry influence', 'lung disease', 'lung health', 'microwaving', 'mortality', 'Orville Redenbacher', 'phosgene', 'popcorn', 'popcorn lung', 'safety limits', 'smoking']"
PLAIN-2713,"['antioxidants', 'arginine', 'calories', 'cardiovascular disease', 'cardiovascular health', 'cholesterol', 'citrulline', 'cyanopsia', 'depression', 'erectile dysfunction', 'exercise', 'eye health', 'FDA', 'heart disease', 'heart health', 'impotence', 'inflammation', 'LDL cholesterol', 'lifespan', 'longevity', 'medications', ""men's health"", 'mortality', 'nitric oxide', 'nuts', 'oxidative stress', 'penis health', 'phytosterols', 'pistachios', 'plant-based diets', 'sexual dysfunction', 'sexual health', 'side effects', 'vegans', 'vegetarians', 'Viagra', 'watermelon', 'weight loss', ""women's health""]"
PLAIN-2714,"['animal fat', 'animal products', 'antioxidants', 'beans', 'cake', 'cardiovascular disease', 'cardiovascular health', 'dairy', 'diabetes', 'erectile dysfunction', 'fat', 'fiber', 'fruit', 'grains', 'greens', 'heart disease', 'heart health', 'impotence', 'inflammation', 'meat', 'Mediterranean diet', ""men's health"", 'mental health', 'nuts', 'penis health', 'plant-based diets', 'prediabetes', 'sexual dysfunction', 'sexual health', 'stroke', 'vegans', 'vegetables', 'vegetarians', ""women's health""]"
PLAIN-2715,"['aging', 'angina', 'cardiovascular disease', 'cardiovascular health', 'cholesterol', 'erectile dysfunction', 'heart disease', 'heart health', 'impotence', 'inflammation', 'lifespan', 'longevity', 'medications', ""men's health"", 'mortality', 'penis health', 'sexual dysfunction', 'sexual health', 'stress test', 'stroke', 'Viagra']"
PLAIN-2716,"['abdominal fat', 'animal fat', 'animal products', 'arsenic', 'Asia', 'beet greens', 'beets', 'bile acids', 'blood pressure', 'breast cancer', 'breast health', 'California', 'cancer', 'chemotherapy', 'dulse', 'estrogen', 'fat', 'fiber', 'fruit', 'gut flora', 'hijiki', 'hormones', 'hypertension', 'iodine', 'Japan', 'kelp', 'low-fat diets', 'medications', 'nori', 'phytonutrients', 'salt', 'sea vegetables', 'sodium', 'standard American diet', 'sushi', 'thyroid disease', 'thyroid health', 'vegetables', ""women's health""]"
PLAIN-2717,"['aging', 'animal fat', 'animal products', 'animal protein', 'antioxidants', 'athletes', 'beef', 'broccoli', 'cheese', 'chicken', 'cholesterol', 'cruciferous vegetables', 'dairy', 'DNA damage', 'eggs', 'exercise', 'fat', 'fish', 'inflammation', 'lifespan', 'longevity', 'meat', 'medications', 'milk', 'muscle health', 'muscle inflammation', 'muscle strength', 'oxidative stress', 'plant-based diets', 'pork', 'poultry', 'protein', 'red meat', 'saturated fat', 'seafood', 'supplements', 'turkey', 'vegans', 'vegetables', 'vegetarians', 'vitamin C', 'watercress', 'yogurt']"
PLAIN-2718,"['alternative medicine', 'anthocyanins', 'athletes', 'berries', 'blueberries', 'C-reactive protein', 'cherries', 'citrus', 'complementary medicine', 'exercise', 'flavonoids', 'fruit', 'fruit juice', 'inflammation', 'juice', 'lactic acid', 'medications', 'muscle health', 'muscle inflammation', 'muscle soreness', 'muscle strength', 'pain', 'phytonutrients', 'side effects', 'sports drinks', 'sports medicine']"
PLAIN-2719,"['athletes', 'blood sugar', 'body fat', 'citrus', 'Coca-Cola', 'dairy', 'exercise', 'fat', 'fatigue', 'fruit', 'grapefruit', 'hesperidin', 'lactic acid', 'lemons', 'limes', 'milk', 'muscle health', 'oranges', 'phytonutrients', 'sugar', 'triglycerides', 'yogurt']"
PLAIN-2720,"['cardiovascular disease', 'cardiovascular health', 'citrus', 'cold hands', 'flavonoids', 'fruit', 'fruit juice', 'grapefruit', 'heart disease', 'heart health', 'hesperidin', 'juice', 'lemons', 'lettuce', 'limes', 'orange juice', 'oranges', 'phytonutrients', 'plant-based diets', 'quercitin', 'stroke', 'vitamin C']"
PLAIN-2721,"['algae', 'blue-green algae', 'cancer', 'infants', 'liver disease', 'liver failure', 'liver health', 'natural toxins', 'nerve health', 'pregnancy', 'safety limits', 'seizures', 'side effects', 'spirulina', 'supplements']"
PLAIN-2722,"['aloe vera', 'beverages', 'cardiovascular disease', 'cardiovascular health', 'children', 'fruit juice', 'heart disease', 'heart health', 'hepatotoxins', 'Hydroxycut', 'industry influence', 'juice', 'liver disease', 'liver failure', 'liver health', 'mangosteen', 'Metabolife', 'mortality', 'natural toxins', 'noni fruit', 'safety limits', 'seizures', 'side effects', 'stroke', 'supplements']"
PLAIN-2723,"['acrylamide', 'algae', 'bread', 'carrageenan', 'cheese', 'colon health', 'cooking temperature', 'dairy', 'EPA', 'Europe', 'fat', 'FDA', 'food additives', 'french fries', 'grains', 'infant formula', 'infants', 'inflammation', 'inflammatory bowel disease', 'Ireland', 'leaky gut theory', 'McDonald’s', 'milk', 'potato chips', 'safety limits', 'yogurt']"
PLAIN-2724,"['bloating', 'energy', 'hormones', 'Ibuprofen', 'inflammation', 'medications', 'menstruation', 'pain', 'plant-based diets', 'premenstrual syndrome', 'side effects', 'sleep', 'surgery', 'uterine health', 'vegans', 'vegetarians', 'vitamin D', 'weight loss', ""women's health""]"
PLAIN-2725,"['abdominal pain', 'bloating', 'Campylobacter', 'capsaicin', 'Cayenne pepper', 'chronic diseases', 'colon disease', 'colon health', 'dyspepsia', 'E. coli', 'food poisoning', 'foodborne illness', 'indigestion', 'inflammation', 'irritable bowel syndrome', 'medications', 'mortality', 'nausea', 'pain', 'peppers', 'Propulcid', 'Salmonella', 'side effects', 'spices', 'spicy food', 'stomach health', 'substance P']"
PLAIN-2726,"['alternative medicine', 'chili peppers', 'cluster headaches', 'complementary medicine', 'headaches', 'pain', 'peppers', 'suicide', 'surgery']"
PLAIN-2727,"['aging', 'almonds', 'aspirin', 'bell peppers', 'berries', 'cherries', 'dried fruit', 'elderly', 'exercise', 'fenugreek', 'flax seeds', 'fruit', 'fruit juice', 'goji berries', 'hormones', 'Ibuprofen', 'inflammation', 'insomnia', 'juice', 'kiwi fruit', 'medications', 'Mediterranean diet', 'melatonin', 'muscle health', 'mustard seeds', 'nuts', 'phytonutrients', 'pineal gland', 'raspberries', 'seeds', 'serotonin', 'side effects', 'sleep', 'spices', 'sports drinks', 'tart cherries', 'tomatoes', 'walnuts']"
PLAIN-2728,"['aging', 'alternative medicine', 'antioxidants', 'cognition', 'complementary medicine', 'folate', 'fruit', 'immune function', 'industry influence', 'insomnia', 'kiwi fruit', 'lifespan', 'longevity', 'medications', 'memory', 'mortality', 'oxidative stress', 'pneumonia', 'serotonin', 'sleep', 'sleeping pills', 'tomatoes', 'Valium', 'vegetables']"
PLAIN-2729,"['alternative medicine', 'amphetamines', 'aneurysm', 'animal products', 'antidepressants', 'apples', 'arachidonic acid', 'berries', 'brain disease', 'brain health', 'cheese effect', 'chicken', 'cinnamon', 'cloves', 'cocaine', 'complementary medicine', 'depression', 'dopamine', 'ecstasy', 'eggs', 'fruit', 'grapes', 'green tea', 'inflammation', 'kale', 'lung cancer', 'lung health', 'MAO Inhibitors', 'medications', 'mental health', 'mood', 'nutmeg', 'onions', 'oregano', 'phytonutrients', 'plant-based diets', 'Prozac', 'serotonin', 'side effects', 'smoking', 'spices', ""SSRI's"", 'tobacco', 'vegans', 'vegetables', 'vegetarians']"
PLAIN-2730,"['aging', 'angiogenesis', 'antiangiogenesis', 'apigen', 'beans', 'berries', 'breast cancer', 'breast health', 'broccoli', 'cancer', 'cancer survival', 'celery', 'citrus', 'exercise', 'fisitin', 'flavonoids', 'fruit', 'luteolin', 'metastases', 'peppers', 'phytonutrients', 'plant-based diets', 'polyphenols', 'rice', 'spices', 'strawberries', 'tea', 'vegans', 'vegetarians', 'VEGF', 'weight loss', ""women's health""]"
PLAIN-2731,"['adolescence', 'antioxidants', 'cancer', 'cervical cancer', 'cervix health', 'fruit', 'greens', 'human papilloma virus', 'immune function', 'lutein', 'lycopene', 'penis cancer', 'penis health', 'phytonutrients', 'plant-based diets', 'sexual health', 'sexual transmission', 'throat cancer', 'throat health', 'tomatoes', 'vaginal cancer', 'vaginal health', 'vegans', 'vegetables', 'vegetarians', 'vulva cancer', 'wart viruses', ""women's health""]"
PLAIN-2732,"['animal products', 'antibiotics', 'beef', 'chicken', 'children', 'factory farming practices', 'farm animals', 'FDA', 'growth promoters', 'immune function', 'industry influence', 'meat', 'medications', 'mortality', 'penicillin', 'pork', 'poultry', 'superbugs', 'turkey', 'World Health Organization']"
PLAIN-2733,"['beans', 'blood sugar', 'bread', 'chickpeas', 'diabetes', 'fiber', 'garbanzo beans', 'glycemic index', 'insulin', 'lentil effect', 'lentils', 'metabolic syndrome', 'pasta', 'peas', 'potatoes', 'prediabetes', 'rice', 'second meal effect', 'sugar']"
PLAIN-2734,"['American Egg Board', 'American Heart Association', 'animal products', 'cake', 'cardiovascular disease', 'cardiovascular health', 'cholesterol', 'coffee', 'cookies', 'dietary guidelines', 'eggs', 'Federal Trade Commission', 'Freedom of Information Act', 'heart disease', 'heart health', 'industry influence', 'meat', 'poultry', 'safety limits', 'smoking', 'steak', 'tobacco', 'turkey', 'USDA', 'vegetables']"
PLAIN-2735,"['animal fat', 'animal products', 'antioxidants', 'beef', 'cadmium', 'chicken', 'Coca-Cola', 'dairy', 'dioxins', 'douching', 'endocrine disruptors', 'fat', 'fertility', 'fish', 'fruit', 'Harvard', 'heavy metals', 'industrial toxins', 'infants', 'infertility', 'lead', 'meat', ""men's health"", 'mercury', 'milk', 'obesity', 'Pepsi', 'persistent organic pollutants', 'pesticides', 'phytonutrients', 'pork', 'poultry', 'pregnancy', 'reproductive health', 'saturated fat', 'seafood', 'semen', 'sexual health', 'shrimp', 'soda', 'sperm counts', 'steroids', 'testicular health', 'tuna', 'turkey', 'vaginal health', 'vegetables', 'xenoestrogens']"
PLAIN-2736,"['aggression', 'animal fat', 'animal products', 'bologna', 'burgers', 'cardiovascular disease', 'cardiovascular health', 'cheese', 'chicken', 'dairy', 'diabetes', 'dietary guidelines', 'fat', 'hamburgers', 'Harvard', 'heart disease', 'heart health', 'hot dogs', 'hydrogenated fats', 'junk food', 'meat', 'mental health', 'milk', 'mood', 'mortality', 'National Academy of Sciences', 'New York City', 'oils', 'omnivores', 'plant-based diets', 'pork', 'processed foods', 'safety limits', 'trans fats', 'turkey', 'USDA', 'vegans', 'vegetable oil', 'vegetarians', ""women's health"", 'yogurt']"
PLAIN-2737,"['antioxidants', 'breakfast cereal', 'children', 'DNA damage', 'garlic', 'Germany', 'ginger', 'goji berries', 'Harvard', 'herbal tea', 'lemonbalm', 'medical ethics', 'medications', 'mint', 'Nuremburg Code', 'oxidative stress', 'peppermint', 'phytonutrients', 'plutonium', 'radiation', 'side effects', 'spices', 'tea', 'turmeric', 'X-rays', 'zingerone']"
PLAIN-2738,"['air travel', 'airport scanners', 'animal fat', 'antioxidants', 'bell peppers', 'beta carotene', 'broccoli', 'Chernobyl', 'children', 'citrus', 'cosmic rays', 'cryptoxanthin', 'DNA damage', 'eggs', 'fish', 'fruit', 'greens', 'Hiroshima', 'immune function', 'kale', 'lutein', 'multivitamins', 'Nagasaki', 'nuts', 'oxidative stress', 'phytonutrients', 'pumpkin', 'radiation', 'seafood', 'seeds', 'supplements', 'vegetables', 'vitamin C', 'vitamin E', 'X-rays', 'zeaxanthin']"
PLAIN-2739,"['American Dental Association', 'brain disease', 'brain health', 'brain tumors', 'cancer', 'dental health', 'head trauma', 'iatrogenic', 'Meningioma', 'pain', 'radiation', 'thyroid health', 'X-rays']"
PLAIN-2740,"['angiogram', 'brain health', 'brain tumors', 'breast cancer', 'breast health', 'cancer', 'CAT scan', 'children', 'CT scan', 'heart disease', 'heart health', 'Hiroshima', 'iatrogenic', 'infants', 'Japan', 'leukemia', 'mortality', 'Nagasaki', 'radiation', 'smoking', 'stress test', ""women's health"", 'X-rays']"
PLAIN-2741,"['beverages', 'carcinogens', 'cesium', 'Chernobyl', 'cooking methods', 'cooking temperature', 'dairy', 'fertility', 'fish', 'Fukushima', 'industry influence', 'infertility', 'iodine', 'Japan', ""men's health"", 'milk', 'mortality', 'nicotine', 'polonium', 'radiation', 'reproductive health', 'safety limits', 'seafood', 'shrimp', 'smoking', 'tobacco', 'tuna', 'water']"
PLAIN-2742,"['antibiotics', 'berries', 'beverages', 'caffeine', 'cavities', 'children', 'coffee', 'cranberries', 'dental health', 'EPA', 'fluoride', 'fruit', 'green tea', 'herbal tea', 'mouthwash', 'oral health', 'phytonutrients', 'polyphenols', 'safety limits', 'stomach health', 'stomach ulcers', 'tea', 'water', 'wine']"
PLAIN-2743,"['antibiotics', 'apple juice', 'berries', 'bladder infections', 'chicken', 'children', 'cranberries', 'cranberry juice', 'E. coli', 'fruit', 'fruit juice', 'grape juice', 'juice', 'kidney health', 'medications', ""men's health"", 'nausea', 'orange juice', 'phytonutrients', 'placebo effect', 'poultry', 'pregnancy', 'side effects', 'superbugs', 'urinary tract infections']"
PLAIN-2744,"['antibiotics', 'beef', 'bile acids', 'bladder health', 'bladder infections', 'Campylobacter', 'chicken', 'colon health', 'cooking methods', 'cooking temperature', 'E. coli', 'factory farming practices', 'farm animals', 'fecal bacteria', 'food poisoning', 'foodborne illness', 'gut flora', 'meat', 'pork', 'poultry', 'Salmonella', 'superbugs', 'urinary tract infections', 'vaginal health', ""women's health""]"
PLAIN-2745,"['animal fat', 'bacterial vaginosis', 'beta carotene', 'cheese', 'chicken', 'coffee', 'dairy', 'douching', 'doughnuts', 'fat', 'fruit', 'milk', 'pH', 'phytonutrients', 'plant-based diets', 'poultry', 'reproductive health', 'saturated fat', 'side effects', 'tomato juice', 'vaginal discharge', 'vaginal health', 'vaginosis', 'vegans', 'vegetables', 'vegetarians', 'vitamin C', 'whiff test', ""women's health"", 'yogurt']"
PLAIN-2746,"['acetaminophen', 'alternative medicine', 'aromatherapy', 'brain health', 'complementary medicine', 'headaches', 'Ibuprofen', 'lavender', 'medications', 'migraine headaches', 'pain', 'side effects', 'Tylenol']"
PLAIN-2747,"['addiction', 'anxiety', 'aromatherapy', 'Ativan', 'benzodiazepines', 'blood pressure', 'brain waves', 'breast cancer', 'breast development', 'breast disease', 'breast health', 'cancer', 'cognition', 'endocrine disruptors', 'estrogen', 'gynecomastia', 'heart rate variability', 'hormones', 'lavender', 'massage', 'medications', ""men's health"", 'puberty', 'rosemary', 'side effects', 'Valium', ""women's health""]"
PLAIN-2748,"['anxiety', 'bile acids', 'brain health', 'children', 'chronic fatigue syndrome', 'colon health', 'depression', 'gut flora', 'mental health', 'plant-based diets', 'probiotics', 'sexual health', 'stool size', 'surgery', 'vegans', 'vegetarians']"
PLAIN-2749,"['apple juice', 'colon health', 'dairy', 'fat', 'juice', 'milk', 'oatmeal', 'probiotics', 'stomach health', 'supplements', 'water']"
